fragid,molid,scanid,mz,mass,score,parentfragid,atoms,deltah,deltappm,smiles,formula
1,5,1,673.247,650.2574560576,9.0748466985296,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45",22.9897692809,0.480152900368003,C=C1C(OC(C)=O)C(OC(C)=O)C(=O)C(C)(C)C=CC(C)C(=O)C2(OC(C)=O)CC(C)(OC(C)=O)C(OC(C)=O)C2C1OC(C)=O,C32H42O14<br>[M+Na]+
2,5,2,203.066071,205.0864692836,7.0,1,"0,1,2,25,26,31,32,37,38,39,40,41,42,43,44",-2.0156500642,-20.6810491743827,C=CCC1CC(C)(CC1C=O)OC(C)=O,C12H13O3<br>[X-2H]+
3,5,2,203.068268,205.0864692836,7.0,1,"0,1,2,25,26,31,32,37,38,39,40,41,42,43,44",-2.0156500642,-9.86180371619832,C=CCC1CC(C)(CC1C=O)OC(C)=O,C12H13O3<br>[X-2H]+
4,5,2,203.07045,205.0864692836,7.0,1,"0,1,2,25,26,31,32,37,38,39,40,41,42,43,44",-2.0156500642,0.883341717125435,C=CCC1CC(C)(CC1C=O)OC(C)=O,C12H13O3<br>[X-2H]+
5,5,2,203.072632,205.0864692836,7.0,1,"0,1,2,25,26,31,32,37,38,39,40,41,42,43,44",-2.0156500642,11.6282562389068,C=CCC1CC(C)(CC1C=O)OC(C)=O,C12H13O3<br>[X-2H]+
6,5,2,203.074829,205.0864692836,7.0,1,"0,1,2,25,26,31,32,37,38,39,40,41,42,43,44",-2.0156500642,22.4468026020131,C=CCC1CC(C)(CC1C=O)OC(C)=O,C12H13O3<br>[X-2H]+
7,5,2,227.086761,225.0762985278,5.0,1,"25,26,31,32,33,34,35,36,37,38,39,40,41,42,43,44",2.0156500642,-20.4282802730126,CC(=O)OC1CC(C=O)CC1(C)OC(C)=O,C11H13O5<br>[X+2H]+
8,5,2,227.08934,225.0762985278,5.0,1,"25,26,31,32,33,34,35,36,37,38,39,40,41,42,43,44",2.0156500642,-9.07128445571866,CC(=O)OC1CC(C=O)CC1(C)OC(C)=O,C11H13O5<br>[X+2H]+
9,5,2,227.091934,225.0762985278,5.0,1,"25,26,31,32,33,34,35,36,37,38,39,40,41,42,43,44",2.0156500642,2.35150580035479,CC(=O)OC1CC(C=O)CC1(C)OC(C)=O,C11H13O5<br>[X+2H]+
10,5,2,227.094513,225.0762985278,5.0,1,"25,26,31,32,33,34,35,36,37,38,39,40,41,42,43,44",2.0156500642,13.7079842171793,CC(=O)OC1CC(C=O)CC1(C)OC(C)=O,C11H13O5<br>[X+2H]+
11,5,2,231.061234,233.0813839057,9.0,1,"0,1,7,12,13,14,16,17,18,20,21,22,23,24,25,44,45",-2.0156500642,-17.1004085433099,C=CCC(OC=O)C(=O)C(C)C=CC(C)C=O,C13H13O4<br>[X-2H]+
12,5,2,231.063889,233.0813839057,9.0,1,"0,1,7,12,13,14,16,17,18,20,21,22,23,24,25,44,45",-2.0156500642,-5.60988350691812,C=CCC(OC=O)C(=O)C(C)C=CC(C)C=O,C13H13O4<br>[X-2H]+
13,5,2,231.066544,233.0813839057,9.0,1,"0,1,7,12,13,14,16,17,18,20,21,22,23,24,25,44,45",-2.0156500642,5.88037747281507,C=CCC(OC=O)C(=O)C(C)C=CC(C)C=O,C13H13O4<br>[X-2H]+
14,5,2,231.069199,233.0813839057,9.0,1,"0,1,7,12,13,14,16,17,18,20,21,22,23,24,25,44,45",-2.0156500642,17.3703744048688,C=CCC(OC=O)C(=O)C(C)C=CC(C)C=O,C13H13O4<br>[X-2H]+
15,5,2,243.13501,246.1619799504,8.0,1,"18,19,20,21,22,23,24,25,26,31,32,37,38,39,40,41,42,43",-3.0234750963,-12.1177698760187,CC(=O)OC1(C)CCC(CC(C)C=CC(C)C)C1,C16H22O2<br>[X-3H]+
