fragid,molid,scanid,mz,mass,score,parentfragid,atoms,deltah,deltappm,smiles,formula
1,4,1,693.252,670.2625414355,8.52823240568789,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47",22.9897692809,0.343141598962811,C=C1C(OC(C)=O)C(OC(=O)c2ccccc2)C(=O)C(C)(C)C=CC(C)C(=O)C2(OC(C)=O)CC(C)(O)C(OC(C)=O)C2C1OC(C)=O,C35H42O13<br>[M+Na]+
2,4,2,191.034805,191.0344337131,5.0,1,"7,8,12,13,14,15,16,17,18,19,20,21,22,47",0.0,4.81528431439308,O=CC(CO)OC(=O)c1ccccc1,C10H7O4<br>[X]+
3,4,2,191.036804,191.0344337131,5.0,1,"7,8,12,13,14,15,16,17,18,19,20,21,22,47",0.0,15.2791862033208,O=CC(CO)OC(=O)c1ccccc1,C10H7O4<br>[X]+
4,4,2,191.038788,191.0344337131,5.0,1,"7,8,12,13,14,15,16,17,18,19,20,21,22,47",0.0,25.6643530424032,O=CC(CO)OC(=O)c1ccccc1,C10H7O4<br>[X]+
5,4,2,194.053162,191.0344337131,5.0,1,"7,8,12,13,14,15,16,17,18,19,20,21,22,47",3.0234750963,-21.6343261646497,O=CC(CO)OC(=O)c1ccccc1,C10H7O4<br>[X+3H]+
6,4,2,194.055206,191.0344337131,5.0,1,"7,8,12,13,14,15,16,17,18,19,20,21,22,47",3.0234750963,-11.1010131826995,O=CC(CO)OC(=O)c1ccccc1,C10H7O4<br>[X+3H]+
7,4,2,194.057251,191.0344337131,5.0,1,"7,8,12,13,14,15,16,17,18,19,20,21,22,47",3.0234750963,-0.562768973615141,O=CC(CO)OC(=O)c1ccccc1,C10H7O4<br>[X+3H]+
8,4,2,194.059296,191.0344337131,5.0,1,"7,8,12,13,14,15,16,17,18,19,20,21,22,47",3.0234750963,9.97525313094692,O=CC(CO)OC(=O)c1ccccc1,C10H7O4<br>[X+3H]+
9,4,2,223.108139,226.1357651999,8.0,1,"12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29",-3.0234750963,-16.1468945781129,CCC=CC(C)(C)CCOCc1ccccc1,C16H18O<br>[X-3H]+
10,4,2,223.110657,226.1357651999,8.0,1,"12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29",-3.0234750963,-4.86083280164803,CCC=CC(C)(C)CCOCc1ccccc1,C16H18O<br>[X-3H]+
11,4,2,223.113174,226.1357651999,8.0,1,"12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29",-3.0234750963,6.42049222983303,CCC=CC(C)(C)CCOCc1ccccc1,C16H18O<br>[X-3H]+
12,4,2,223.115692,226.1357651999,8.0,1,"12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29",-3.0234750963,17.7060446293016,CCC=CC(C)(C)CCOCc1ccccc1,C16H18O<br>[X-3H]+
13,4,2,225.123825,226.1357651999,8.0,1,"12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29",-1.0078250321,-15.8426936817462,CCC=CC(C)(C)CCOCc1ccccc1,C16H18O<br>[X-H]+
14,4,2,225.126373,226.1357651999,8.0,1,"12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29",-1.0078250321,-4.52442682025447,CCC=CC(C)(C)CCOCc1ccccc1,C16H18O<br>[X-H]+
15,4,2,225.128922,226.1357651999,8.0,1,"12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29",-1.0078250321,6.79802571097413,CCC=CC(C)(C)CCOCc1ccccc1,C16H18O<br>[X-H]+
16,4,2,225.131485,226.1357651999,8.0,1,"12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29",-1.0078250321,18.1824066058512,CCC=CC(C)(C)CCOCc1ccccc1,C16H18O<br>[X-H]+
17,4,2,231.061234,232.0735588736,4.0,1,"0,1,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",-1.0078250321,-17.1004085433099,C=CC(COC(=O)c1ccccc1)OC(C)=O,C13H12O4<br>[X-H]+
18,4,2,231.063889,232.0735588736,4.0,1,"0,1,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",-1.0078250321,-5.60988350691812,C=CC(COC(=O)c1ccccc1)OC(C)=O,C13H12O4<br>[X-H]+
19,4,2,231.066544,232.0735588736,4.0,1,"0,1,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",-1.0078250321,5.88037747281507,C=CC(COC(=O)c1ccccc1)OC(C)=O,C13H12O4<br>[X-H]+
20,4,2,231.069199,232.0735588736,4.0,1,"0,1,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",-1.0078250321,17.3703744048688,C=CC(COC(=O)c1ccccc1)OC(C)=O,C13H12O4<br>[X-H]+
21,4,2,253.118851,253.1228547899,7.0,1,"0,1,7,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27",0.0,-13.650464539726,C=CCC(CC(C)(C)C=C)OC(=O)c1ccccc1,C17H17O2<br>[X]+
22,4,2,253.121887,253.1228547899,7.0,1,"0,1,7,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27",0.0,-1.65607923083871,C=CCC(CC(C)(C)C=C)OC(=O)c1ccccc1,C17H17O2<br>[X]+
23,4,2,253.124939,253.1228547899,7.0,1,"0,1,7,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27",0.0,10.4012275933575,C=CCC(CC(C)(C)C=C)OC(=O)c1ccccc1,C17H17O2<br>[X]+
24,4,2,263.139191,265.1592402962,9.0,1,"0,1,7,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29",-2.0156500642,-14.6334416600408,C=CCC(CC(C)(C)C=CCC)OCc1ccccc1,C19H21O<br>[X-2H]+
25,4,2,263.142426,265.1592402962,9.0,1,"0,1,7,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29",-2.0156500642,-2.33953912073065,C=CCC(CC(C)(C)C=CCC)OCc1ccccc1,C19H21O<br>[X-2H]+
26,4,2,263.14566,265.1592402962,9.0,1,"0,1,7,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29",-2.0156500642,9.95026100779855,C=CCC(CC(C)(C)C=CCC)OCc1ccccc1,C19H21O<br>[X-2H]+
27,4,2,271.129425,271.1334194762,5.0,1,"7,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,47",0.0,-12.7093405664873,CCC=CC(C)(C)C(=O)C(C)OC(=O)c1ccccc1,C17H19O3<br>[X]+
28,4,2,271.132812,271.1334194762,5.0,1,"7,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,47",0.0,-0.217148929749315,CCC=CC(C)(C)C(=O)C(C)OC(=O)c1ccccc1,C17H19O3<br>[X]+
29,4,2,271.136169,271.1334194762,5.0,1,"7,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,47",0.0,12.1640864522517,CCC=CC(C)(C)C(=O)C(C)OC(=O)c1ccccc1,C17H19O3<br>[X]+
30,4,2,271.166534,270.1619799504,8.0,1,"0,1,2,22,23,24,25,26,27,28,29,30,31,36,37,42,43,45,46,47",1.0078250321,-10.0395224284628,C=CCC1CC(C)CC1C(=O)C(C)C=CC(C)(C)C=O,C18H22O2<br>[X+H]+
31,4,2,271.169922,270.1619799504,8.0,1,"0,1,2,22,23,24,25,26,27,28,29,30,31,36,37,42,43,45,46,47",1.0078250321,2.45461404834982,C=CCC1CC(C)CC1C(=O)C(C)C=CC(C)(C)C=O,C18H22O2<br>[X+H]+
32,4,2,271.173279,270.1619799504,8.0,1,"0,1,2,22,23,24,25,26,27,28,29,30,31,36,37,42,43,45,46,47",1.0078250321,14.8341219859837,C=CCC1CC(C)CC1C(=O)C(C)C=CC(C)(C)C=O,C18H22O2<br>[X+H]+
33,4,2,281.141937,279.1232487204,5.0,1,"26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,45,46",2.0156500642,12.7580233612307,C=CC(C)C(=O)C1(CC(C)C(C1)OC(C)=O)OC(C)=O,C15H19O5<br>[X+2H]+
34,4,2,281.149048,281.1541549183,7.0,1,"0,1,7,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",0.0,-16.2131735190152,C=CCC(CC(C)(C)C=CCC)OC(=O)c1ccccc1,C19H21O2<br>[X]+
35,4,2,281.152618,281.1541549183,7.0,1,"0,1,7,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",0.0,-3.51523776280543,C=CCC(CC(C)(C)C=CCC)OC(=O)c1ccccc1,C19H21O2<br>[X]+
36,4,2,281.156189,281.1541549183,7.0,1,"0,1,7,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",0.0,9.18593223661935,C=CCC(CC(C)(C)C=CCC)OC(=O)c1ccccc1,C19H21O2<br>[X]+
37,4,2,291.125488,292.1310737525,6.0,1,"0,1,2,3,26,27,28,29,30,31,36,37,38,39,40,41,42,43,44,45,46",-1.0078250321,9.57621271598419,C=CC(C)C(=O)C1CC(C)(O)C(OC(C)=O)C1C(O)C=C,C16H20O5<br>[X-H]+
